dt,main_aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2024-02-05 01:00:00,2,367.16,0.01,13.19,38.62,1.94,11.76,12.8,3.8
2024-02-05 02:00:00,2,367.16,0.01,12.51,36.48,1.86,11.96,12.97,4.43
2024-02-05 03:00:00,2,363.83,0.01,11.65,35.41,1.8,11.76,12.71,4.69
2024-02-05 04:00:00,2,353.81,0.01,10.71,35.05,1.64,11.18,12.05,4.69
2024-02-05 05:00:00,2,347.14,0,9.6,34.69,1.19,10.24,11.01,4.81
2024-02-05 06:00:00,1,340.46,0,8.31,34.69,0.91,8.53,9.22,4.62
2024-02-05 07:00:00,1,330.45,0,6.94,36.12,0.83,6.68,7.28,3.77
2024-02-05 08:00:00,1,313.76,0,5.48,38.27,0.86,5.73,6.26,3.61
2024-02-05 09:00:00,1,303.75,0,4.33,39.7,0.88,5.34,5.82,4.02
2024-02-05 10:00:00,1,293.73,0,3.81,40.77,0.92,5.22,5.67,4.31
2024-02-05 11:00:00,1,293.73,0,3.94,41.84,1.07,5.4,5.86,4.56
2024-02-05 12:00:00,1,297.07,0.01,5.1,41.84,1.51,5.66,6.21,4.88
2024-02-05 13:00:00,1,307.08,0.02,6.6,41.13,1.77,5.97,6.65,5
2024-02-05 14:00:00,1,313.76,0.58,6.6,41.48,1.83,6.26,7.01,4.88
2024-02-05 15:00:00,1,313.76,1.4,5.01,44.7,1.71,6.4,7.17,4.18
2024-02-05 16:00:00,2,327.11,0.64,2.23,67.95,0.97,5.87,6.28,2.01
2024-02-05 17:00:00,2,323.77,0.54,1.74,73.67,0.86,5.75,6.1,1.79
2024-02-05 18:00:00,2,313.76,0.53,1.67,74.39,0.86,5.89,6.25,1.71
2024-02-05 19:00:00,2,310.42,0.48,1.67,76.53,0.88,6.19,6.56,1.65
2024-02-05 20:00:00,2,313.76,0.44,1.88,78.68,0.95,6.47,6.87,1.69
2024-02-05 21:00:00,2,310.42,0.38,2.48,77.96,1.12,6.43,6.89,1.79
2024-02-05 22:00:00,2,353.81,0.44,8.31,66.52,1.68,6.75,7.56,3.51
2024-02-05 23:00:00,1,427.25,0.05,17.48,47.92,2.12,7.35,8.65,5.13
2024-02-06 00:00:00,1,494,0.06,23.65,33.62,3.81,8.09,9.84,7.85
2024-02-06 01:00:00,1,507.35,0.13,24.68,25.03,4.65,8.33,10.46,10.39
2024-02-06 02:00:00,1,480.65,0.13,21.93,22.35,4.05,7.83,10,11.91
2024-02-06 03:00:00,1,453.95,0.09,19.54,23.25,3.22,6.83,8.89,12.54
2024-02-06 04:00:00,1,400.54,0.02,14.22,32.54,2.15,5.1,6.55,9.88
2024-02-06 05:00:00,1,367.16,0.01,10.28,39.7,1.58,4.06,5.12,8.23
2024-02-06 06:00:00,1,337.12,0,7.28,45.06,1.33,3.5,4.28,7.22
2024-02-06 07:00:00,1,317.1,0,5.65,47.92,1.24,3.2,3.83,6.78
2024-02-06 08:00:00,1,303.75,0,4.76,49.35,1.12,2.91,3.47,6.46
2024-02-06 09:00:00,1,293.73,0,4.11,50.78,0.95,2.56,3.05,6.14
2024-02-06 10:00:00,1,283.72,0,3.68,55.07,0.83,2.2,2.65,5.95
2024-02-06 11:00:00,1,280.38,0,3.77,57.94,0.87,1.97,2.43,6.08
2024-02-06 12:00:00,2,287.06,0,5.27,60.08,1.33,1.88,2.48,6.4
2024-02-06 13:00:00,2,303.75,0.01,7.63,60.08,1.71,1.78,2.56,6.65
2024-02-06 14:00:00,2,313.76,0.57,8.57,62.23,1.88,1.64,2.53,6.46
2024-02-06 15:00:00,2,310.42,1.4,7.2,67.95,1.82,1.48,2.37,5.64
2024-02-06 16:00:00,2,277.04,0.92,3.56,82.25,1.1,1.11,1.73,2.75
2024-02-06 17:00:00,2,277.04,1.06,3.47,82.97,1.56,2.01,2.85,2.41
2024-02-06 18:00:00,2,280.38,1.36,4.33,82.25,2.59,3.58,4.71,2.56
2024-02-06 19:00:00,2,300.41,2.07,6.68,77.96,3.93,5.05,6.52,3.29
2024-02-06 20:00:00,2,337.12,3.07,10.54,70.1,5.3,6.52,8.39,4.37
2024-02-06 21:00:00,2,367.16,3.24,15.25,62.94,6.32,7.84,10.03,5.19
2024-02-06 22:00:00,1,410.56,1.84,22.96,52.93,6.74,8.69,11.15,6.4
2024-02-06 23:00:00,1,480.65,0.13,32.9,39.7,7.75,9.4,12.2,8.87
2024-02-07 00:00:00,2,554.08,0.09,40.1,30.76,9.78,10.37,13.6,11.4
2024-02-07 01:00:00,2,607.49,0.16,45.93,23.25,11.44,11.33,15,13.68
2024-02-07 02:00:00,2,634.19,0.27,47.98,16.99,12.04,11.96,15.93,14.95
2024-02-07 03:00:00,2,654.22,0.38,47.98,13.23,12.64,12.77,16.86,15.33
2024-02-07 04:00:00,2,640.87,0.25,44.55,15.74,12.28,12.95,16.8,14.31
2024-02-07 05:00:00,2,574.11,0.06,36.67,23.6,10.01,12.26,15.7,12.54
2024-02-07 06:00:00,2,507.35,0.01,29.82,31.83,7.99,11.53,14.64,11.15
2024-02-07 07:00:00,2,433.92,0,23.31,40.77,6.79,10.46,13.16,9.37
2024-02-07 08:00:00,1,370.5,0,17.65,48.64,5.96,9.13,11.37,7.79
2024-02-07 09:00:00,1,333.79,0,14.05,53.64,5.19,8.13,10.04,6.65
2024-02-07 10:00:00,1,313.76,0,12.34,55.79,4.71,7.75,9.49,6.21
2024-02-07 11:00:00,1,310.42,0,12,56.51,4.65,7.95,9.65,6.14
2024-02-07 12:00:00,1,333.79,0,14.74,53.64,5.78,8.83,10.71,6.33
2024-02-07 13:00:00,2,373.84,0.02,19.19,48.64,6.91,10.18,12.36,6.59
2024-02-07 14:00:00,2,400.54,0.35,21.25,45.42,7.27,11.64,14,6.08
2024-02-07 15:00:00,2,393.87,1.29,19.71,47.92,6.38,12.9,15.24,3.51
2024-02-07 16:00:00,2,350.48,1.82,15.08,55.79,6.2,13.71,15.71,1.77
2024-02-07 17:00:00,2,337.12,2.24,12.85,58.65,6.02,14.1,15.93,1.57
2024-02-07 18:00:00,2,330.45,2.32,11.82,60.08,5.84,14.1,15.78,1.5
2024-02-07 19:00:00,2,333.79,2.26,12.34,59.37,5.66,14.44,16.09,1.66
2024-02-07 20:00:00,2,350.48,2.49,14.74,55.79,5.78,15.67,17.47,1.98
2024-02-07 21:00:00,2,363.83,2.29,17.99,50.78,5.96,16.38,18.31,2.12
2024-02-07 22:00:00,2,393.87,1.2,23.31,42.92,5.48,16.62,18.68,2.15
2024-02-07 23:00:00,2,433.92,0.11,29.47,33.62,5.6,16.75,-9999,2.91
2024-02-08 00:00:00,2,453.95,0.07,31.87,28.97,7.21,17.12,19.48,4.94
2024-02-08 01:00:00,2,447.27,0.07,30.85,28.25,7.51,17.31,19.74,5.83
2024-02-08 02:00:00,2,427.25,0.05,28.1,29.33,7.03,17.32,19.67,6.14
2024-02-08 03:00:00,2,417.23,0.04,25.7,30.76,6.68,17.56,19.83,6.27
2024-02-08 04:00:00,2,403.88,0.03,22.96,32.19,5.96,17.95,20.04,6.21
2024-02-08 05:00:00,2,387.19,0.01,19.54,33.62,4.83,18.36,20.1,6.02
2024-02-08 06:00:00,2,373.84,0.01,16.96,34.33,3.99,18.77,20.19,6.08
2024-02-08 07:00:00,2,367.16,0.01,15.42,34.33,3.52,19.25,20.47,6.08
2024-02-08 08:00:00,2,357.15,0,14.39,34.69,3.22,19.57,20.66,6.02
2024-02-08 09:00:00,2,350.48,0,13.37,35.41,3.01,20.01,20.98,5.7
2024-02-08 10:00:00,2,347.14,0,13.02,34.69,2.89,20.72,21.65,5.51
2024-02-08 11:00:00,2,357.15,0.01,13.88,32.19,2.92,22.04,23.03,5.57
2024-02-08 12:00:00,2,380.52,0.03,17.14,28.25,3.4,23.3,24.48,5.7
2024-02-08 13:00:00,2,413.89,0.13,21.59,23.96,3.73,24.04,25.45,5.76
2024-02-08 14:00:00,2,433.92,1.69,22.28,25.03,2.95,23.66,25.2,3.17
2024-02-08 15:00:00,2,423.91,3.07,19.88,30.76,3.07,22.28,23.8,3.01
2024-02-08 16:00:00,2,400.54,3.91,16.62,38.98,3.7,20.65,22,2.44
2024-02-08 17:00:00,2,393.87,4.64,14.91,43.99,3.87,20.23,21.47,2.09
2024-02-08 18:00:00,2,380.52,4.19,13.54,49.35,3.78,19.19,20.33,1.73
2024-02-08 19:00:00,2,367.16,3.55,13.02,54.36,4.05,18.51,19.66,1.55
2024-02-08 20:00:00,2,370.5,2.85,14.22,52.93,3.93,18.48,19.73,1.85
2024-02-08 21:00:00,2,367.16,1.66,15.08,52.93,3.55,17.46,18.74,2.09
2024-02-08 22:00:00,2,367.16,0.44,16.11,53.64,3.07,16.46,17.72,2.31
2024-02-08 23:00:00,2,373.84,0.02,16.79,52.93,3.01,16.66,17.89,2.28
2024-02-09 00:00:00,2,380.52,0,18.51,47.92,3.43,18.16,19.49,2.12
2024-02-09 01:00:00,2,387.19,0,19.71,41.84,3.34,17.98,19.39,2.22
2024-02-09 02:00:00,2,377.18,0,18.85,38.62,3.16,16.36,17.85,2.25
2024-02-09 03:00:00,2,370.5,0,19.19,36.84,3.37,14.56,16.4,1.8
2024-02-09 04:00:00,2,363.83,0,21.76,36.48,3.81,13.49,15.84,1.52
2024-02-09 05:00:00,2,357.15,0,24.68,40.41,4.41,15.33,17.85,1.76
2024-02-09 06:00:00,2,340.46,0,21.08,51.5,4.89,16.88,19.43,2.25
2024-02-09 07:00:00,2,317.1,0,14.91,61.51,5.78,16.15,18.25,1.84
2024-02-09 08:00:00,2,313.76,0,13.02,62.94,5.19,15.3,16.74,1.2
2024-02-09 09:00:00,2,317.1,0,12.51,63.66,4.29,15.12,16.21,0.77
2024-02-09 10:00:00,2,317.1,0,12.17,65.8,3.78,15.56,16.65,0.61
2024-02-09 11:00:00,2,320.43,0,12.85,66.52,3.87,15.61,16.99,0.6
2024-02-09 12:00:00,2,337.12,0,15.25,65.8,4.53,15.76,17.59,0.64
2024-02-09 13:00:00,2,353.81,0.01,18.34,63.66,5.42,16.22,18.8,0.74
2024-02-09 14:00:00,2,370.5,0.48,22.28,60.08,6.74,16.42,19.97,0.93
2024-02-09 15:00:00,2,377.18,1.1,25.36,56.51,8.34,15.81,19.85,1.23
2024-02-09 16:00:00,2,357.15,0.8,23.65,58.65,8.23,14.39,17.86,1.44
2024-02-09 17:00:00,2,340.46,0.91,20.73,60.8,7.63,13.14,16.27,1.54
2024-02-09 18:00:00,2,327.11,0.89,18.85,62.23,7.45,12.75,15.75,1.57
2024-02-09 19:00:00,2,323.77,1.12,17.65,62.94,7.03,12.23,14.85,1.41
2024-02-09 20:00:00,2,320.43,1.49,16.45,65.09,6.62,10.81,13.2,1.25
2024-02-09 21:00:00,2,317.1,1.36,15.42,66.52,5.78,9.12,11.31,1.14
2024-02-09 22:00:00,2,323.77,0.65,17.31,64.37,5.66,8.05,10.4,1.16
2024-02-09 23:00:00,2,337.12,0.03,19.71,60.08,5.9,8.01,10.43,1.09
2024-02-10 00:00:00,1,350.48,0,21.08,55.79,6.2,8.18,10.83,1.04
2024-02-10 01:00:00,1,363.83,0,22.96,50.07,6.32,8.45,11.61,1.03
2024-02-10 02:00:00,1,383.85,0,27.42,41.48,6.97,8.4,12.34,1.08
2024-02-10 03:00:00,1,413.89,0.01,35.64,32.19,8.34,8.14,12.97,1.19
2024-02-10 04:00:00,2,433.92,0.01,40.78,26.82,8.34,7.42,12.71,1.22
2024-02-10 05:00:00,2,433.92,0.01,41.47,25.39,7.03,6.71,11.82,1.14
2024-02-10 06:00:00,1,417.23,0.01,39.07,25.75,5.9,6.55,10.85,1.08
2024-02-10 07:00:00,1,403.88,0.01,35.64,25.39,4.65,6.94,10.54,1.01
2024-02-10 08:00:00,1,387.19,0.01,32.22,25.03,3.58,7.44,10.74,1.04
2024-02-10 09:00:00,1,383.85,0.01,30.5,24.32,3.01,8.11,11.43,1.16
2024-02-10 10:00:00,1,383.85,0.01,30.16,22.89,3.04,8.93,12.12,1.19
2024-02-10 11:00:00,1,390.53,0.02,31.87,21.46,3.43,9.55,12.51,1.06
2024-02-10 12:00:00,2,407.22,0.08,37.36,18.06,4.71,10.56,13.68,1.06
2024-02-10 13:00:00,2,440.6,0.36,45.24,13.41,6.68,12.03,15.67,1.23
2024-02-10 14:00:00,2,487.33,6.76,44.55,18.78,8.46,13.6,18.34,1.41
2024-02-10 15:00:00,2,500.68,13.41,35.3,30.04,8.94,14.3,19.68,1.57
2024-02-10 16:00:00,2,400.54,7.04,18.16,48.64,5.36,11.03,14.49,1.6
2024-02-10 17:00:00,1,360.49,4.58,10.62,53.64,3.67,9.55,12.24,1.87
2024-02-10 18:00:00,1,330.45,2.57,6.17,57.22,2.53,8.52,10.48,2.06
2024-02-10 19:00:00,2,313.76,1.56,4.24,60.8,1.77,7.54,8.83,1.92
2024-02-10 20:00:00,2,307.08,1.13,3.9,61.51,1.46,6.79,7.79,1.76
2024-02-10 21:00:00,2,303.75,0.8,4.33,60.08,1.39,6,6.9,1.71
2024-02-10 22:00:00,1,300.41,0.29,4.5,55.07,1.12,5.06,5.73,1.74
2024-02-10 23:00:00,1,297.07,0.01,4.88,49.35,0.98,4.25,4.76,1.69
2024-02-11 00:00:00,1,300.41,0,5.06,46.49,0.95,3.44,3.88,1.36
2024-02-11 01:00:00,1,300.41,0,5.01,44.35,0.92,2.8,3.16,0.95
2024-02-11 02:00:00,1,300.41,0,5.18,41.48,0.95,2.5,2.89,0.78
2024-02-11 03:00:00,1,300.41,0,5.48,38.27,1.03,2.38,2.83,0.72
2024-02-11 04:00:00,1,300.41,0,5.65,35.76,1,2.09,2.62,0.7
2024-02-11 05:00:00,1,290.39,0,4.71,34.33,0.74,1.39,1.83,0.66
2024-02-11 06:00:00,1,280.38,0,3.56,35.76,0.71,0.91,1.22,1.08
2024-02-11 07:00:00,1,273.7,0,2.78,39.7,0.69,0.65,0.91,1.27
2024-02-11 08:00:00,1,270.37,0,2.33,43.27,0.67,0.5,0.75,1.31
2024-02-11 09:00:00,1,267.03,0,2.12,46.49,0.67,0.5,0.76,1.38
2024-02-11 10:00:00,1,263.69,0,1.97,48.64,0.65,0.5,0.75,1.39
2024-02-11 11:00:00,1,267.03,0,1.95,51.5,0.66,0.5,0.74,1.38
2024-02-11 12:00:00,1,270.37,0,2.4,52.93,0.85,0.5,0.78,1.42
2024-02-11 13:00:00,1,277.04,0,2.87,54.36,0.97,0.5,0.82,1.44
2024-02-11 14:00:00,1,277.04,0.05,2.91,55.79,0.98,0.5,0.85,1.36
2024-02-11 15:00:00,1,277.04,0.17,2.55,57.22,0.86,0.5,0.85,1.06
2024-02-11 16:00:00,1,277.04,0.21,2.29,59.37,0.79,0.5,0.85,0.96
2024-02-11 17:00:00,2,277.04,0.27,2.14,60.8,0.79,0.5,0.86,0.98
2024-02-11 18:00:00,2,277.04,0.29,2.06,61.51,0.76,0.5,0.86,0.99
2024-02-11 19:00:00,2,277.04,0.3,2.21,62.23,0.82,0.5,0.9,1.06
2024-02-11 20:00:00,2,277.04,0.27,2.72,61.51,0.97,0.5,1.04,1.22
2024-02-11 21:00:00,2,283.72,0.23,4.2,60.08,1.46,0.5,1.31,1.47
2024-02-11 22:00:00,1,327.11,0.2,10.37,50.78,2.41,0.99,2.31,2.75
2024-02-11 23:00:00,1,393.87,0.06,19.02,37.91,2.86,1.77,3.83,3.39
2024-02-12 00:00:00,1,447.27,0.08,25.36,28.61,3.58,2.5,5.39,4.02
2024-02-12 01:00:00,1,467.3,0.09,26.05,25.39,4.65,2.83,5.88,7.16
2024-02-12 02:00:00,1,433.92,0.05,21.25,28.97,4.29,2.59,5.12,8.04
2024-02-12 03:00:00,1,373.84,0.02,14.22,37.19,3.37,2.04,3.86,7.22
2024-02-12 04:00:00,1,320.43,0,7.63,48.64,2.15,1.44,2.58,5.13
2024-02-12 05:00:00,1,303.75,0,5.14,52.93,1.56,1.24,2.11,4.31
2024-02-12 06:00:00,1,293.73,0,3.86,56.51,1.33,1.15,1.83,3.67
2024-02-12 07:00:00,1,290.39,0,3.34,57.94,1.34,1.14,1.74,3.36
2024-02-12 08:00:00,1,290.39,0,3.13,58.65,1.39,1.16,1.73,3.2
2024-02-12 09:00:00,1,287.06,0,2.96,59.37,1.39,1.16,1.71,3.01
2024-02-12 10:00:00,1,287.06,0,3.13,59.37,1.43,1.2,1.76,3.26
2024-02-12 11:00:00,1,297.07,0,4.37,56.51,1.89,1.41,2.18,4.31
2024-02-12 12:00:00,1,320.43,0.01,8.23,50.78,3.4,1.88,3.26,5.57
2024-02-12 13:00:00,1,367.16,0.04,14.22,43.27,5.42,2.53,4.96,6.84
2024-02-12 14:00:00,1,400.54,1.03,17.82,37.91,7.27,3.16,6.99,7.22
2024-02-12 15:00:00,1,410.56,4.02,19.88,35.76,8.7,3.99,9.48,5.89
2024-02-12 16:00:00,1,330.45,2.96,14.05,50.07,6.2,3.11,6.14,3.01
2024-02-12 17:00:00,1,330.45,2.99,15.42,52.93,6.56,3.36,5.91,2.94
2024-02-12 18:00:00,1,340.46,2.88,19.02,51.5,7.75,4.01,6.73,3.23
2024-02-12 19:00:00,1,353.81,3.05,22.62,49.35,9.18,4.78,7.76,3.67
2024-02-12 20:00:00,1,367.16,2.88,26.39,45.42,10.61,5.66,8.9,4.18
2024-02-12 21:00:00,1,373.84,1.96,29.13,42.2,11.32,6.18,9.57,4.56
2024-02-12 22:00:00,1,420.57,1.45,34.96,33.62,9.18,6.86,10.49,5.57
2024-02-12 23:00:00,2,500.68,0.46,44.55,20.92,9.18,7.79,11.79,7.66
2024-02-13 00:00:00,2,554.08,0.56,50.04,12.52,11.56,8.64,13.15,10.64
2024-02-13 01:00:00,2,560.76,0.81,52.09,8.58,12.28,9.15,14.12,12.79
2024-02-13 02:00:00,2,554.08,0.78,51.41,8.05,11.44,9.68,14.84,13.55
2024-02-13 03:00:00,2,554.08,0.64,50.04,9.03,10.85,10.41,15.63,13.81
2024-02-13 04:00:00,2,540.73,0.33,45.24,12.87,9.54,10.83,15.71,13.05
2024-02-13 05:00:00,2,507.35,0.09,37.7,18.95,7.51,10.82,15.07,12.03
2024-02-13 06:00:00,2,473.98,0.03,31.19,23.96,6.02,10.83,14.47,11.53
2024-02-13 07:00:00,2,440.6,0.01,26.05,29.33,5.42,10.93,14.13,10.89
2024-02-13 08:00:00,2,420.57,0.01,23.31,32.54,5.6,11.37,14.36,11.27
2024-02-13 09:00:00,2,413.89,0.01,23.31,33.26,6.14,12.22,15.23,12.41
2024-02-13 10:00:00,2,420.57,0.01,25.02,31.47,6.79,13.66,16.75,14.06
2024-02-13 11:00:00,2,440.6,0.03,27.42,27.89,7.39,15.35,18.5,15.33
2024-02-13 12:00:00,2,487.33,0.16,33.24,21.28,9.06,17.22,20.82,16.47
2024-02-13 13:00:00,2,554.08,0.96,42.16,11.62,10.97,18.59,23.21,16.97
2024-02-13 14:00:00,2,607.49,6.93,45.24,10.37,13.71,19.53,25.24,15.83
2024-02-13 15:00:00,2,634.19,16.76,45.24,17.34,15.14,20.6,27.29,12.16
2024-02-13 16:00:00,2,340.46,2.29,13.71,66.52,4.17,7.38,9.1,2.5
2024-02-13 17:00:00,2,297.07,0.99,4.88,72.24,1.33,3.3,3.88,1.85
2024-02-13 18:00:00,2,280.38,0.54,2.57,71.53,0.8,1.87,2.16,1.22
2024-02-13 19:00:00,2,277.04,0.44,2.36,69.38,0.72,1.01,1.24,0.75
2024-02-13 20:00:00,2,270.37,0.31,2.23,67.23,0.63,0.5,0.7,0.66
2024-02-13 21:00:00,2,267.03,0.15,2.06,67.23,0.57,0.5,0.67,0.66
2024-02-13 22:00:00,2,267.03,0.06,2.23,67.23,0.57,0.5,0.64,0.72
2024-02-13 23:00:00,2,263.69,0,2.42,66.52,0.56,0.5,0.64,0.75
2024-02-14 00:00:00,2,260.35,0,2.18,68.66,0.56,0.5,0.65,0.78
2024-02-14 01:00:00,2,260.35,0,1.82,70.81,0.53,0.5,0.83,0.74
2024-02-14 02:00:00,2,260.35,0,1.61,72.96,0.49,0.5,0.83,0.78
2024-02-14 03:00:00,2,257.02,0,1.35,78.68,0.45,0.5,0.82,0.79
2024-02-14 04:00:00,2,253.68,0,1.16,83.69,0.4,0.5,0.79,0.8
2024-02-14 05:00:00,2,250.34,0,0.95,85.12,0.28,0.5,0.71,0.8
2024-02-14 06:00:00,2,247,0,0.81,85.12,0.23,0.5,0.68,0.81
2024-02-14 07:00:00,2,247,0,0.71,85.12,0.2,0.5,0.68,0.82
2024-02-14 08:00:00,2,247,0,0.68,84.4,0.21,0.5,0.68,0.83
2024-02-14 09:00:00,2,247,0,0.69,84.4,0.22,0.5,0.69,0.86
2024-02-14 10:00:00,2,247,0,0.73,83.69,0.24,0.5,0.71,0.92
2024-02-14 11:00:00,2,247,0,0.89,82.97,0.31,0.5,0.78,1.03
2024-02-14 12:00:00,2,253.68,0,1.48,81.54,0.57,0.5,1.01,1.2
2024-02-14 13:00:00,2,257.02,0.01,2.16,80.82,0.78,0.5,1.19,1.31
2024-02-14 14:00:00,2,260.35,0.14,2.12,81.54,0.77,0.5,1.22,1.27
2024-02-14 15:00:00,2,257.02,0.32,1.67,82.97,0.73,0.5,1.18,1.12
2024-02-14 16:00:00,2,260.35,0.41,1.5,83.69,0.75,0.5,1.1,1.03
2024-02-14 17:00:00,2,260.35,0.51,1.61,82.97,0.84,0.5,1.06,1.11
2024-02-14 18:00:00,2,260.35,0.52,1.61,82.25,0.86,0.5,1.02,1.09
2024-02-14 19:00:00,2,260.35,0.43,1.35,82.97,0.81,0.5,0.97,0.88
2024-02-14 20:00:00,2,260.35,0.36,1.35,83.69,0.85,0.5,0.95,0.79
2024-02-14 21:00:00,2,260.35,0.31,1.65,83.69,0.97,0.5,0.96,0.83
2024-02-14 22:00:00,2,267.03,0.19,2.51,82.97,1.12,0.5,1.06,1.11
2024-02-14 23:00:00,2,277.04,0.02,3.6,81.54,1.27,0.5,1.22,1.52
2024-02-15 00:00:00,2,280.38,0,4.07,80.82,1.45,0.5,1.38,1.84
2024-02-15 01:00:00,2,287.06,0,4.54,79.39,1.73,0.57,1.67,2.31
2024-02-15 02:00:00,2,290.39,0,4.97,77.96,1.97,0.69,2.17,3.04
2024-02-15 03:00:00,2,293.73,0,5.31,76.53,2.18,0.84,2.72,3.77
2024-02-15 04:00:00,2,307.08,0,7.54,70.81,2.89,1.21,4.01,5.57
2024-02-15 05:00:00,2,323.77,0,9.51,64.37,2.98,1.61,4.85,7.92
2024-02-15 06:00:00,1,333.79,0,10.8,58.65,2.98,2.03,5.29,9.75
2024-02-15 07:00:00,1,347.14,0,12.51,54.36,3.28,2.58,6.15,10.89
2024-02-15 08:00:00,1,357.15,0,14.74,50.78,3.87,3.22,7.34,11.91
2024-02-15 09:00:00,1,370.5,0,16.79,47.92,4.59,3.9,8.79,13.05
2024-02-15 10:00:00,1,380.52,0.01,18.51,45.06,5.42,4.59,10.14,13.93
2024-02-15 11:00:00,1,390.53,0.01,20.56,43.63,7.27,5.34,11.08,13.68
2024-02-15 12:00:00,1,397.21,0.01,23.31,46.49,10.13,6.02,11.7,11.27
2024-02-15 13:00:00,1,380.52,0.02,20.74,57.22,10.25,5.99,10.35,6.71
2024-02-15 14:00:00,2,370.5,0.3,18.85,62.23,9.3,7.14,10.88,4.43
2024-02-15 15:00:00,2,350.48,0.69,18.34,62.23,8.94,9.12,12.53,3.39
2024-02-15 16:00:00,2,317.1,0.87,15.59,67.23,8.94,8.67,10.92,2.06
2024-02-15 17:00:00,2,303.75,0.91,11.82,72.24,6.68,6.94,8.25,1.63
2024-02-15 18:00:00,2,297.07,0.69,9.25,76.53,4.05,5.71,6.55,1.41
2024-02-15 19:00:00,2,303.75,0.5,10.71,74.39,3.58,5.84,6.53,1.35
2024-02-15 20:00:00,2,300.41,0.4,10.63,75.1,3.07,4.6,5.04,1.03
2024-02-15 21:00:00,2,283.72,0.15,7.71,77.96,2.41,3.22,3.52,0.89
2024-02-15 22:00:00,2,287.06,0.05,7.8,77.96,2.41,2.8,3.12,1.01
2024-02-15 23:00:00,2,300.41,0,9.51,75.82,3.1,2.82,3.43,1.46
2024-02-16 00:00:00,2,313.76,0,12,71.53,4.35,3.15,4.66,1.95
2024-02-16 01:00:00,2,330.45,0,15.08,63.66,6.02,3.83,6.33,2.47
2024-02-16 02:00:00,1,353.81,0,17.82,55.79,5.84,5.23,6.99,2.28
2024-02-16 03:00:00,2,330.45,0,13.2,62.23,2.95,4.43,5.2,1.47
2024-02-16 04:00:00,2,270.37,0,3.51,67.95,0.75,0.68,1.05,0.76
2024-02-16 05:00:00,2,253.68,0,1.56,64.37,0.39,0.5,0.71,0.59
